Rank,Country,CPI,Year,ID
1,Denmark,9.3,2008,DNK
1,New Zealand,9.3,2008,NZL
1,Sweden,9.3,2008,SWE
4,Singapore,9.2,2008,SGP
5,Finland,9,2008,FIN
5,Switzerland,9,2008,CHE
7,Iceland,8.9,2008,ISL
7,Netherlands,8.9,2008,NLD
9,Australia,8.7,2008,AUS
9,Canada,8.7,2008,CAN
11,Luxembourg,8.3,2008,LUX
12,Austria,8.1,2008,AUT
12,Hong Kong,8.1,2008,HKG
14,Germany,7.9,2008,DEU
14,Norway,7.9,2008,NOR
16,Ireland,7.7,2008,IRL
16,United Kingdom,7.7,2008,GBR
18,Belgium,7.3,2008,BEL
18,Japan,7.3,2008,JPN
18,USA,7.3,2008,USA
21,Saint Lucia,7.1,2008,LCA
22,Barbados,7,2008,BRB
23,Chile,6.9,2008,CHL
23,France,6.9,2008,FRA
23,Uruguay,6.9,2008,URY
26,Slovenia,6.7,2008,SVN
27,Estonia,6.6,2008,EST
28,Qatar,6.5,2008,QAT
28,Saint Vincent and the Grenadines,6.5,2008,VCT
28,Spain,6.5,2008,ESP
31,Cyprus,6.4,2008,CYP
32,Portugal,6.1,2008,PRT
33,Dominica,6,2008,DMA
33,Israel,6,2008,ISR
35,United Arab Emirates,5.9,2008,ARE
36,Botswana,5.8,2008,BWA
36,Malta,5.8,2008,MLT
36,Puerto Rico,5.8,2008,PRI
39,Taiwan,5.7,2008,TWN
40,South Korea,5.6,2008,KOR
41,Mauritius,5.5,2008,MUS
41,Oman,5.5,2008,OMN
43,Bahrain,5.4,2008,BHR
43,Macau,5.4,2008,MAC
45,Bhutan,5.2,2008,BTN
45,Czech Republic,5.2,2008,CZE
47,Cape Verde,5.1,2008,CPV
47,Costa Rica,5.1,2008,CRI
47,Hungary,5.1,2008,HUN
47,Jordan,5.1,2008,JOR
47,Malaysia,5.1,2008,MYS
52,Latvia,5,2008,LVA
52,Slovakia,5,2008,SVK
54,South Africa,4.9,2008,ZAF
55,Italy,4.8,2008,ITA
55,Seychelles,4.8,2008,SYC
57,Greece,4.7,2008,GRC
58,Lithuania,4.6,2008,LTU
58,Poland,4.6,2008,POL
58,Turkey,4.6,2008,TUR
61,Namibia,4.5,2008,NAM
62,Croatia,4.4,2008,HRV
62,Samoa,4.4,2008,WSM
62,Tunisia,4.4,2008,TUN
65,Cuba,4.3,2008,CUB
65,Kuwait,4.3,2008,KWT
67,El Salvador,3.9,2008,SLV
67,Georgia,3.9,2008,GEO
67,Ghana,3.9,2008,GHA
70,Colombia,3.8,2008,COL
70,Romania,3.8,2008,ROU
72,Bulgaria,3.6,2008,BGR
72,China,3.6,2008,CHN
72,Macedonia (Former Yugoslav Republic of),3.6,2008,MKD
72,Mexico,3.6,2008,MEX
72,Peru,3.6,2008,PER
72,Suriname,3.6,2008,SUR
72,Swaziland,3.6,2008,SWZ
72,Trinidad and Tobago,3.6,2008,TTO
80,Brazil,3.5,2008,BRA
80,Burkina Faso,3.5,2008,BFA
80,Morocco,3.5,2008,MAR
80,Saudi Arabia,3.5,2008,SAU
80,Thailand,3.5,2008,THA
85,Albania,3.4,2008,ALB
85,India,3.4,2008,IND
85,Madagascar,3.4,2008,MDG
85,Montenegro,3.4,2008,MNE
85,Panama,3.4,2008,PAN
85,Senegal,3.4,2008,SEN
85,Serbia,3.4,2008,SRB
92,Algeria,3.2,2008,DZA
92,Bosnia and Herzegovina,3.2,2008,BIH
92,Lesotho,3.2,2008,LSO
92,Sri Lanka,3.2,2008,LKA
96,Benin,3.1,2008,BEN
96,Gabon,3.1,2008,GAB
96,Guatemala,3.1,2008,GTM
96,Jamaica,3.1,2008,JAM
96,Kiribati,3.1,2008,KIR
96,Mali,3.1,2008,MLI
102,Bolivia,3,2008,BOL
102,Djibouti,3,2008,DJI
102,Dominican Republic,3,2008,DOM
102,Lebanon,3,2008,LBN
102,Mongolia,3,2008,MNG
102,Rwanda,3,2008,RWA
102,Tanzania,3,2008,TZA
109,Argentina,2.9,2008,ARG
109,Armenia,2.9,2008,ARM
109,Belize,2.9,2008,BLZ
109,Moldova,2.9,2008,MDA
109,Solomon Islands,2.9,2008,SLB
109,Vanuatu,2.9,2008,VUT
115,Egypt,2.8,2008,EGY
115,Malawi,2.8,2008,MWI
115,Maldives,2.8,2008,MDV
115,Mauritania,2.8,2008,MRT
115,Niger,2.8,2008,NER
115,Zambia,2.8,2008,ZMB
121,Nepal,2.7,2008,NPL
121,Nigeria,2.7,2008,NGA
121,Sao Tome and Principe,2.7,2008,STP
121,Togo,2.7,2008,TGO
121,Viet Nam,2.7,2008,VNM
126,Eritrea,2.6,2008,ERI
126,Ethiopia,2.6,2008,ETH
126,Guyana,2.6,2008,GUY
126,Honduras,2.6,2008,HND
126,Indonesia,2.6,2008,IDN
126,Libya,2.6,2008,LBY
126,Mozambique,2.6,2008,MOZ
126,Uganda,2.6,2008,UGA
134,Comoros,2.5,2008,COM
134,Nicaragua,2.5,2008,NIC
134,Pakistan,2.5,2008,PAK
134,Ukraine,2.5,2008,UKR
138,Liberia,2.4,2008,LBR
138,Paraguay,2.4,2008,PRY
138,Tonga,2.4,2008,TON
141,Cameroon,2.3,2008,CMR
141,Iran,2.3,2008,IRN
141,Philippines,2.3,2008,PHL
141,Yemen,2.3,2008,YEM
145,Kazakhstan,2.2,2008,KAZ
145,Timor-Leste,2.2,2008,TLS
147,Bangladesh,2.1,2008,BGD
147,Kenya,2.1,2008,KEN
147,Russia,2.1,2008,RUS
147,Syria,2.1,2008,SYR
151,Belarus,2,2008,BLR
151,Central African Republic,2,2008,CAF
151,Côte d´Ivoire,2,2008,CIV
151,Ecuador,2,2008,ECU
151,Laos,2,2008,LAO
151,Papua New Guinea,2,2008,PNG
151,Taijikistan,2,2008,NA
158,Angola,1.9,2008,AGO
158,Azerbaijan,1.9,2008,AZE
158,Burundi,1.9,2008,BDI
158,Congo. Republic,1.9,2008,COG
158,Gambia,1.9,2008,GMB
158,Guinea-Bissau,1.9,2008,GNB
158,Sierra Leone,1.9,2008,SLE
158,Venezuela,1.9,2008,VEN
166,Cambodia,1.8,2008,KHM
166,Kyrgyzstan,1.8,2008,KGZ
166,Turkmenistan,1.8,2008,TKM
166,Uzbekistan,1.8,2008,UZB
166,Zimbabwe,1.8,2008,ZWE
171,Congo. Democratic Republic,1.7,2008,COD
171,Equatorial Guinea,1.7,2008,GNQ
173,Chad,1.6,2008,TCD
173,Guinea,1.6,2008,GIN
173,Sudan,1.6,2008,SDN
176,Afghanistan,1.5,2008,AFG
177,Haiti,1.4,2008,HTI
178,Iraq,1.3,2008,IRQ
178,Myanmar,1.3,2008,MMR
180,Somalia,1,2008,SOM
